name,niche,city,phone,address,rating,reviews,website,website_bucket,maps_url,lead_score
Joe's Unlimited Imports Auto Repair,auto repair shop,Richmond BC,(604) 273-3309,"8960 River Dr, Richmond, BC V6X 1Y8, Canada",4.9,117,,none,https://maps.google.com/?cid=14326034273535000552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,66
Barry's Discount Auto,auto repair shop,North Vancouver BC,(604) 984-4334,"235 Pemberton Ave, North Vancouver, BC V7P 2R4, Canada",4.5,118,,none,https://maps.google.com/?cid=9763897783984948242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,66
Samra Heating And Cooling (HVAC),hvac contractor,Surrey BC,(604) 537-7330,"9318 Prince Charles Blvd, Surrey, BC V3V 1S6, Canada",4.5,15,,none,https://maps.google.com/?cid=1154307435108060323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,66
NR Auto Repair,auto repair shop,Burnaby BC,(604) 566-9381,"6910 Merritt Ave, Burnaby, BC V5J 4R6, Canada",4,118,,none,https://maps.google.com/?cid=116833066987845559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,66
J & J Automotive Care Center,auto repair shop,Surrey BC,(604) 501-1303,"13443 78 Ave, Surrey, BC V3W 0A8, Canada",4.5,104,,none,https://maps.google.com/?cid=13691670597779184896&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
Spark Auto Repairs Ltd,auto repair shop,Surrey BC,(778) 578-0551,"8363 128 St, Surrey, BC V3W 4G1, Canada",4.6,102,,none,https://maps.google.com/?cid=12178451814400506343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
Brar Performance Auto Repair Ltd,auto repair shop,Surrey BC,(604) 590-2788,"13308 76 Ave Unit 218, Surrey, BC V3W 2W1, Canada",4.8,103,,none,https://maps.google.com/?cid=15590126548604358391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
DaVinci Auto,auto repair shop,Langley BC,(778) 665-1993,"20165 Industrial Ave #2, Langley, BC V3A 4K6, Canada",4.9,103,,none,https://maps.google.com/?cid=4895795260145444791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
Marcelo Auto Repair Inc.,auto repair shop,Burnaby BC,(604) 451-0109,"5113 Byrne Rd #106, Burnaby, BC V5J 3H6, Canada",4.9,105,,none,https://maps.google.com/?cid=2747260157072222734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
Mike's Auto Repair Centre Ltd,auto repair shop,Coquitlam BC,(604) 468-8868,"3050 Gordon Ave, Coquitlam, BC V3C 2K1, Canada",4.8,108,,none,https://maps.google.com/?cid=16759826506120817133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
Prairie Auto Care,auto repair shop,Coquitlam BC,(604) 941-5151,"1976 Prairie Ave, Port Coquitlam, BC V3B 1V4, Canada",4.2,105,,none,https://maps.google.com/?cid=6631145611309319907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
Starcrest Automotive Ltd,auto repair shop,Richmond BC,(604) 370-3276,"11460 Voyageur Way Unit 6, Richmond, BC V6X 3E1, Canada",4.9,104,,none,https://maps.google.com/?cid=16948520190675322377&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
Peter K Automotive Ltd,auto repair shop,North Vancouver BC,(604) 988-7671,"1155 15th St W, North Vancouver, BC V7P 1M7, Canada",4.9,109,,none,https://maps.google.com/?cid=5722326532807981337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,65
GS auto repair and mufflers,auto repair shop,Surrey BC,(236) 858-1350,"12465 82 Ave Unit 105, Surrey, BC V3W 3E8, Canada",4.2,97,,none,https://maps.google.com/?cid=2974042306488522389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,64
CHECK 5 AUTO SERVICE,auto repair shop,Coquitlam BC,(778) 955-4545,"641 Lougheed Hwy #106, Coquitlam, BC V3K 3S5, Canada",4.7,46,https://www.facebook.com/profile.php?id=61576091747426,social_only,https://maps.google.com/?cid=17279680451925218656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,64
Acutech Auto Services,auto repair shop,Richmond BC,(604) 276-2280,"12811 Rowan Pl, Richmond, BC V6V 1Y6, Canada",4.9,99,,none,https://maps.google.com/?cid=13862353027076044349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,64
Gold Wrench Ltd,auto repair shop,North Vancouver BC,(604) 990-9936,"250 Esplanade E Unit 108, North Vancouver, BC V7L 1B4, Canada",4.8,97,,none,https://maps.google.com/?cid=2812403241370118495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,64
Riverside Auto Service,auto repair shop,Surrey BC,(604) 588-8646,"14935 108 Ave, Surrey, BC V3R 1W3, Canada",4.7,96,,none,https://maps.google.com/?cid=5897451330343925691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,64
Sam I Am - Auto Repairs,auto repair shop,Surrey BC,(604) 580-3208,"12580 110 Ave, Surrey, BC V3V 3J8, Canada",4.5,80,,none,https://maps.google.com/?cid=1346507874534203789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Rana Auto Repair,auto repair shop,Surrey BC,(604) 505-1808,"6455 148 St, Surrey, BC V3S 3C5, Canada",4.7,36,https://www.instagram.com/ranaautorepairandsales?igsh=ZWF3Mzc3aHBzMW9j&utm_source=qr,social_only,https://maps.google.com/?cid=6618300100897058818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Diamond auto repair LTD,auto repair shop,Burnaby BC,(604) 906-1097,"6861 Hastings St, Burnaby, BC V5B 1S9, Canada",4.9,85,,none,https://maps.google.com/?cid=15582746729294708173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Bayon Automotive,auto repair shop,Burnaby BC,(604) 968-5295,"6831 Merritt Ave, Burnaby, BC V5J 4R5, Canada",4.7,82,,none,https://maps.google.com/?cid=18079150624736787506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Villa Automotive,auto repair shop,Burnaby BC,(604) 298-4012,"5150A Still Creek Ave, Burnaby, BC V5C 4E4, Canada",4.7,80,,none,https://maps.google.com/?cid=11884690645813717382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Save On Mechanics Auto Repair Ltd,auto repair shop,North Vancouver BC,(604) 984-3038,"232a Esplanade E, North Vancouver, BC V7L 1A1, Canada",4.7,89,,none,https://maps.google.com/?cid=1439604400065497957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
A J Transmission & Auto Repairs Ltd,auto repair shop,North Vancouver BC,(604) 987-6112,"1434 Crown St, North Vancouver, BC V7J 1G5, Canada",4.6,83,,none,https://maps.google.com/?cid=10332856130937740451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Sunny Auto Repair,auto repair shop,Surrey BC,(604) 584-0050,"10509 135a St, Surrey, BC V3T 4C9, Canada",4.4,88,,none,https://maps.google.com/?cid=11919001730201030660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Veer’s Automotives,auto repair shop,Surrey BC,(604) 961-7741,"8918 Holt Rd #108, Surrey, BC V3V 4H2, Canada",4.6,84,,none,https://maps.google.com/?cid=1638715462442816374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,63
Hard Happy Landscaping LTD,landscaping company,Surrey BC,(778) 956-6069,"14377 60 Ave, Surrey, BC V3X 0E2, Canada",4.8,75,,none,https://maps.google.com/?cid=782287908099286218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Marc's Import Auto Repair Ltd,auto repair shop,Burnaby BC,(604) 432-6636,"6990 Waltham Ave #2, Burnaby, BC V5J 4V5, Canada",4.9,77,,none,https://maps.google.com/?cid=6688677821275716045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Rehoboth Auto Service,auto repair shop,Burnaby BC,(778) 710-1231,"5116 Imperial St, Burnaby, BC V5J 1E2, Canada",4.9,77,,none,https://maps.google.com/?cid=15897877839102405287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Tim's Auto Tech Inc,auto repair shop,Burnaby BC,(604) 434-9668,"5791 Beresford St. #3, Burnaby, BC V5J 4R8, Canada",4.9,70,,none,https://maps.google.com/?cid=13746677210375244349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Smile Auto Service,auto repair shop,Coquitlam BC,(604) 931-4444,"335 North Rd d, Coquitlam, BC V3K 3V8, Canada",4.4,74,,none,https://maps.google.com/?cid=16565162172385426291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Auto Max Service Centre,auto repair shop,Richmond BC,(604) 370-6299,"12211 Vulcan Wy #180, Richmond, BC V6V 1J7, Canada",4.6,70,,none,https://maps.google.com/?cid=6059588305498861879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Ridge Motors Auto Repair and Tires,auto repair shop,Maple Ridge BC,(604) 460-7142,"20071 113b Ave Unit 8, Maple Ridge, BC V2X 0Z2, Canada",5,70,,none,https://maps.google.com/?cid=6316645563126580683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Ebi Auto Repair,auto repair shop,North Vancouver BC,(604) 318-5090,"1132 15th St W, North Vancouver, BC V7P 1M9, Canada",4.7,71,,none,https://maps.google.com/?cid=6208812256105223786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Campbell's Auto Works,auto repair shop,North Vancouver BC,(604) 568-8505,"135 W Kent Ave N, Vancouver, BC V5X 4S7, Canada",4.8,78,,none,https://maps.google.com/?cid=13511591348086562206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Best Automotive Ltd,auto repair shop,Surrey BC,(604) 591-1010,"8642 128 St, Surrey, BC V3W 4G5, Canada",4,70,,none,https://maps.google.com/?cid=13057727426525707554&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Regs Auto Shop,auto repair shop,Coquitlam BC,(604) 464-4214,"1865 McLean Ave #4, Port Coquitlam, BC V3C 1N1, Canada",4.5,73,,none,https://maps.google.com/?cid=3474702973101245623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,62
Phantom Tires & Repair,auto repair shop,Surrey BC,(778) 552-4418,"12885 86 Ave, Surrey, BC V3W 0K8, Canada",4.3,65,,none,https://maps.google.com/?cid=8427582930589642242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
Fourway Automotive Ltd. (PJ automotive),auto repair shop,Burnaby BC,(604) 430-1055,"7051 Buller Ave, Burnaby, BC V5J 4S1, Canada",4.6,67,,none,https://maps.google.com/?cid=7753073344108906395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
Sky Auto,auto repair shop,Richmond BC,(604) 233-1828,"5791 Minoru Blvd #110, Richmond, BC V6X 2B1, Canada",4.6,62,,none,https://maps.google.com/?cid=16518566300831000801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
Otto Auto Service Ltd,auto repair shop,Richmond BC,(604) 270-9669,"11031 Bridgeport Rd #108, Richmond, BC V6X 1T3, Canada",4.9,64,,none,https://maps.google.com/?cid=15023081771033011562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
Goodwheels Auto service,auto repair shop,Delta BC,(604) 321-9330,"930 SW Marine Dr Unit 10, Vancouver, BC V6P 5Z2, Canada",4.9,60,,none,https://maps.google.com/?cid=2888562421532248329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
RJD Services,auto repair shop,North Vancouver BC,(604) 986-8586,"1485 Rupert St, North Vancouver, BC V7J 1G1, Canada",5,69,,none,https://maps.google.com/?cid=9558851032552340123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
B-LINE Auto Service,auto repair shop,Burnaby BC,(604) 434-7340,"5767 Byrne Rd, Burnaby, BC V5J 3J1, Canada",4.9,68,,none,https://maps.google.com/?cid=7931683416468574591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
R & L Automotive & Performance,auto repair shop,Coquitlam BC,(604) 941-9323,"1833 Coast Meridian Rd Unit 14, Port Coquitlam, BC V3C 1K5, Canada",4.9,63,,none,https://maps.google.com/?cid=15632008995043952018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,61
Simon's Automotive,auto repair shop,Langley BC,(604) 533-1162,"5763 198 St #101, Langley, BC V3A 1G5, Canada",4.3,59,,none,https://maps.google.com/?cid=5192883330722640056&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
Fraser Park Automotive,auto repair shop,Burnaby BC,(778) 875-8687,"4663 Byrne Rd Unit 107, Burnaby, BC V5J 3H6, Canada",4.8,58,,none,https://maps.google.com/?cid=10283416413557073484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
Nicks Auto Repair,auto repair shop,Richmond BC,(604) 278-2213,"12440 Vulcan Wy #160, Richmond, BC V6V 1J8, Canada",4.8,59,,none,https://maps.google.com/?cid=15171202208848727014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
High Output Automotive Ltd,auto repair shop,Richmond BC,(604) 278-8624,"13980 Maycrest Way Unit 108, Richmond, BC V6V 3C2, Canada",4.9,51,,none,https://maps.google.com/?cid=320550454624248695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
Advance Automotive,auto repair shop,Richmond BC,(604) 278-1803,"5930 No 6 Rd Unit 314, Richmond, BC V6V 1Z1, Canada",4.8,50,,none,https://maps.google.com/?cid=16542583816992014406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
Canada West Brake and Muffler,auto repair shop,Delta BC,(604) 582-3900,"11964 96 Ave, Delta, BC V4C 3W8, Canada",4.2,54,,none,https://maps.google.com/?cid=3751805026259196126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
Hi-Tech Automotive,auto repair shop,North Vancouver BC,(604) 988-1933,"981 Marine Dr, North Vancouver, BC V7P 1S4, Canada",5,59,,none,https://maps.google.com/?cid=13750929209766856385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
Van Wonder Auto Services,auto repair shop,North Vancouver BC,(604) 985-7211,"1141 West 15th Street, North Vancouver, BC V7P 1M7, Canada",4.7,58,,none,https://maps.google.com/?cid=10531451040700611600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
Costless Auto Service,auto repair shop,Richmond BC,(604) 321-8288,"15371 Knox Way, Richmond, BC V5V 3A8, Canada",4.8,50,,none,https://maps.google.com/?cid=7156892536091822514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,60
South Fraser Pest Solutions,pest control,Surrey BC,(604) 716-2049,"14877 58 Ave #81, Surrey, BC V3S 8Y9, Canada",4.8,43,,none,https://maps.google.com/?cid=16209257640670591891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
Agam Auto Repairs Ltd.,auto repair shop,Surrey BC,(604) 765-1795,"13375 76 Ave Unit 110, Surrey, BC V3W 6J3, Canada",4.8,41,,none,https://maps.google.com/?cid=3995606736015025881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
KR Auto Clinic,auto repair shop,Langley BC,(604) 533-3376,"20475 62 Ave #2, Langley, BC V3A 5E6, Canada",4.7,45,,none,https://maps.google.com/?cid=11079304466821225508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
H Tech Motor INC,auto repair shop,Richmond BC,(604) 276-8933,"5671 Minoru Blvd #140, Richmond, BC V6X 2B1, Canada",4.4,47,,none,https://maps.google.com/?cid=8077090056211779244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
Rainbow Auto Services,auto repair shop,Richmond BC,(604) 276-2820,"11788 River Rd, Richmond, BC V6X 1Z7, Canada",4.7,48,,none,https://maps.google.com/?cid=7248486615038899175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
Technique Auto Service,auto repair shop,Richmond BC,(604) 370-3878,"#18, 12200 Vulcan Wy, Richmond, BC V6V 1J8, Canada",4.9,40,,none,https://maps.google.com/?cid=11266916926052454882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
Sierra Automotive,auto repair shop,Delta BC,(604) 943-6850,"1835 56 St, Delta, BC V4L 2B4, Canada",4.7,47,,none,https://maps.google.com/?cid=10983325730838137312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
Tupper Landscaping Inc. dba Tupper Trucking & Excavating,landscaping company,North Vancouver BC,(778) 887-7645,"400 Seymour Blvd, North Vancouver, BC V7J 2J4, Canada",4.4,45,,none,https://maps.google.com/?cid=9927060525488771190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,59
Sea Breeze Landscaping Ltd,landscaping company,Surrey BC,(236) 887-2111,"1850 Southmere Crescent E, Surrey, BC V4A 6Y6, Canada",4.9,33,,none,https://maps.google.com/?cid=6520983003502553373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
NP pest control,pest control,Surrey BC,(778) 683-8964,"14066 88 Ave, Surrey, BC V3W 3L6, Canada",4.7,34,,none,https://maps.google.com/?cid=7003559591546934374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
Behrooz Auto Repair,auto repair shop,Coquitlam BC,(604) 828-6589,"3179 Pier Dr, Coquitlam, BC V3C 5S5, Canada",4.5,39,,none,https://maps.google.com/?cid=17864400366592634427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
BC MOBILE TIRE SERVICE COQUITLAM,auto repair shop,Coquitlam BC,(604) 388-4210,"Barnet Hwy, Coquitlam, BC V3B 5R5, Canada",5,36,,none,https://maps.google.com/?cid=13639401718471053277&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
GVA Mobile Mechanics,auto repair shop,Richmond BC,(604) 719-3313,"11811 Oldfield Ave, Richmond, BC V6X 1M3, Canada",5,35,,none,https://maps.google.com/?cid=6387646832770469994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
Johnny's Automotive Services,auto repair shop,North Vancouver BC,(604) 924-5330,"999 W 1st St, North Vancouver, BC V7P 1A4, Canada",4.7,38,,none,https://maps.google.com/?cid=11155882007701003129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
automotion,auto repair shop,North Vancouver BC,(778) 340-4696,"1390 Pemberton Ave, North Vancouver, BC V7P 2R7, Canada",4.9,36,,none,https://maps.google.com/?cid=11961408697014552299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
Car Doctor Auto Repair,auto repair shop,Richmond BC,(604) 417-2556,"11800 River Rd Unit 120, Richmond, BC V6X 1Z7, Canada",5,35,,none,https://maps.google.com/?cid=3995694034966390580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
Miller Automotive,auto repair shop,North Vancouver BC,(604) 985-6355,"246 1st St E, North Vancouver, BC V7L 1B3, Canada",4.7,37,,none,https://maps.google.com/?cid=17024676995050859734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,58
Pest Maven,pest control,North Vancouver BC,(778) 378-7378,"873 Hendecourt Rd, North Vancouver, BC V7K 2X5, Canada",5,27,,none,https://maps.google.com/?cid=1647225821732759798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
Surrey Auto Repair,auto repair shop,Surrey BC,(778) 900-0575,"16099 Fraser Hwy, Surrey, BC V4N 0G2, Canada",5,21,,none,https://maps.google.com/?cid=7744986857348435911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
Prezi Automotive Mobile Service,auto repair shop,Surrey BC,(604) 442-9371,"13567 Binnie Ln, Surrey, BC V3R 5J1, Canada",4.7,25,,none,https://maps.google.com/?cid=10569045861262621540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
Lake Performance,auto repair shop,Langley BC,(604) 532-6481,"#202, 20771 Langley Bypass, Langley, BC V3A 5E8, Canada",4.7,29,,none,https://maps.google.com/?cid=8705299837567991569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
A & Y Automotive Ltd,auto repair shop,Burnaby BC,(604) 431-8983,"7208 Randolph Ave, Burnaby, BC V5J 4W6, Canada",4.7,29,,none,https://maps.google.com/?cid=10536635244951028384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
Yeung's Auto Repair,auto repair shop,Burnaby BC,(604) 293-1798,"1480 Boundary Rd, Burnaby, BC V5K 4V3, Canada",4.5,21,,none,https://maps.google.com/?cid=18297554712065028957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
MechanicO Auto Service,auto repair shop,Richmond BC,(778) 956-8405,"140 8840 Beckwith Rd Back alley access on, Sexsmith Rd, Richmond, BC V6X 1V5, Canada",5,29,,none,https://maps.google.com/?cid=12246721251356562300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
WEGO Auto,auto repair shop,Richmond BC,(778) 708-3875,"11782 River Rd Unit 106, Richmond, BC V6X 1Z7, Canada",4.6,28,,none,https://maps.google.com/?cid=11359904002954290731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
Calypso Auto Service Ltd,auto repair shop,Richmond BC,(604) 279-0688,"1215 Valmont Way #170, Richmond, BC V6V 1L4, Canada",4.8,27,,none,https://maps.google.com/?cid=802462911972288044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
Greg's Auto Service,auto repair shop,Delta BC,(604) 788-9287,"5177 2a Ave, Delta, BC V4M 3N7, Canada",4.8,22,,none,https://maps.google.com/?cid=11348495892144614045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
Massi Auto Repair,auto repair shop,Maple Ridge BC,(778) 246-5337,"24108 104 Ave, Maple Ridge, BC V2W 1J2, Canada",4.8,23,,none,https://maps.google.com/?cid=14912431560881077571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
VAC Performance Ltd,auto repair shop,North Vancouver BC,(604) 362-7671,"1130 W 14th St, North Vancouver, BC V7P 1J8, Canada",5,27,,none,https://maps.google.com/?cid=5651483926638768838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,57
