name,niche,city,phone,address,rating,reviews,website,website_bucket,maps_url,reachable,https,final_url,mobile_viewport,copyright_year,page_size_kb,load_ms,red_flags,lead_score
Capstone Roofing Ltd,roofing contractor,Surrey BC,(778) 890-0898,"12699 68 A Ave, Surrey, BC V3W 1H3, Canada",5,52,https://www.capstoneroofing.ca/,real,https://maps.google.com/?cid=8504715644697615572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://capstoneroofing.ca/,yes,,155,1895,,55
Up & Up Roofing LTD,roofing contractor,Burnaby BC,(604) 721-9875,"3980 Carrigan Ct, Burnaby, BC V3N 4S6, Canada",5,50,http://www.upanduproofing.ca/,real,https://maps.google.com/?cid=6800193990843470264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://upanduproofing.ca/,yes,2026,294,266,,55
Robinson Roof Solutions,roofing contractor,Coquitlam BC,(604) 500-7663,"1485 Coast Meridian Rd #100, Port Coquitlam, BC V3C 6L4, Canada",4.5,51,https://www.robinsonroofsolutions.com/,real,https://maps.google.com/?cid=8148329154410465430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://robinsonroofsolutions.com/,yes,2026,256,802,,55
Roy Dennis Roofing,roofing contractor,Richmond BC,(604) 278-0442,"2420 Viscount Wy, Richmond, BC V6V 1N1, Canada",4.4,50,http://roydennisroofing.ca/,real,https://maps.google.com/?cid=17958241487119264446&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://roydennisroofing.ca/,yes,2026,202,1286,,55
Taves Roofing Maple Ridge,roofing contractor,Maple Ridge BC,(604) 524-6695,"28177 96 Ave, Maple Ridge, BC V2W 1L2, Canada",4.4,58,https://tavesroofing.com/maple-ridge-roofing/,real,https://maps.google.com/?cid=4881263017279826962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://tavesroofing.com/maple-ridge-roofing/,yes,,289,219,,55
Penfolds Roofing & Solar,roofing contractor,North Vancouver BC,(604) 988-3791,"710 Queensbury Ave, North Vancouver, BC V7L 3V8, Canada",4.6,54,https://www.penfoldsroofing.com/?utm_source=local&utm_medium=organic&utm_content=website&utm_campaign=gmb,real,https://maps.google.com/?cid=12177495965146890057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.penfoldsroofing.com/?utm_source=local&utm_medium=organic&utm_content=website&utm_campaign=gmb,yes,2026,68,793,,55
Coastal Roof Cleaning Experts,roofing contractor,North Vancouver BC,(604) 366-8602,"1621 St Georges Ave #8, North Vancouver, BC V7L 3J6, Canada",4.7,54,https://www.coastalroofcleaningexperts.com/,real,https://maps.google.com/?cid=9106163176724048984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.coastalroofcleaningexperts.com/,yes,,152,326,,55
Platinum Contracting,roofing contractor,North Vancouver BC,(604) 676-8889,"1124 Lonsdale Ave #1180, North Vancouver, BC V7M 2H1, Canada",5,59,https://platcon.ca/?utm_source=gbp&utm_medium=organic&utm_campaign=north-vancouver&utm_term=gbp-listing,real,https://maps.google.com/?cid=2620004829120536372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://platcon.ca/?utm_source=gbp&utm_medium=organic&utm_campaign=north-vancouver&utm_term=gbp-listing,yes,2026,286,515,,55
Amrit Electrician LTD,electrician,Surrey BC,(778) 536-7272,"8349 134 St, Surrey, BC V3W 0X6, Canada",5,55,http://www.amritelectrician.ca/,real,https://maps.google.com/?cid=8514006251051736208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.amritelectrician.ca/,no,,4,211,not_mobile_ready;no_ssl,55
Milani Electric & Solar,electrician,Burnaby BC,(604) 456-8888,"5485 Lane St, Burnaby, BC V5H 2H4, Canada",4.9,103,https://milanielectric.com/,real,https://maps.google.com/?cid=18323133970248516226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.milanielectric.com/,yes,2008,89,275,stale_copyright_2008,55
Nelcan Electric - Vancouver,electrician,Richmond BC,(604) 428-1119,"1147 Grant St, Vancouver, BC V6A 2J6, Canada",5,158,http://www.nelcan.ca/contact-us/,real,https://maps.google.com/?cid=3970998690833232156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://nelcan.ca/,yes,,159,1449,,55
Mountain Point Electrical Inc.,electrician,North Vancouver BC,(778) 317-4257,"145 Chadwick Ct #220, North Vancouver, BC V7M 3K2, Canada",5,58,http://mountainpoint.ca/,real,https://maps.google.com/?cid=10350942202088984204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://mountainpoint.ca/,no,,0,259,not_mobile_ready;no_ssl,55
Augusta Lawn Care of Burnaby,landscaping company,Burnaby BC,(778) 897-0709,"105, 7655 Edmonds St Unit 460, Burnaby, BC V3N 0C3, Canada",4.8,273,http://augustalawncareservices.com/burnaby,real,https://maps.google.com/?cid=13968933479852023407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.augustalawncareservices.com/burnaby,yes,2026,302,1092,builder_duda,55
Grow & Gather (Trice Farms Ltd.),landscaping company,Maple Ridge BC,(604) 466-3254,"24565 Dewdney Trunk Rd, Maple Ridge, BC V4R 1W9, Canada",4.6,225,http://www.growandgather.com/,real,https://maps.google.com/?cid=2512429463728881880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.growandgather.com/,yes,,70,466,builder_weebly,55
Approved Pest Control,pest control,Surrey BC,(604) 670-5645,"13262 72 Ave, Surrey, BC V3W 2N6, Canada",5,233,http://www.approvedpestcontrol.ca/,real,https://maps.google.com/?cid=11757555917297911202&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.approvedpestcontrol.ca/,yes,2024,7,600,stale_copyright_2024,55
Avayda Pest Control Vancouver,pest control,Surrey BC,(855) 208-3470,"20381 62 Ave Unit 401, Langley, BC V3A 5E6, Canada",4.7,1634,https://avayda.ca/pest-control-vancouver/,real,https://maps.google.com/?cid=7077003702626692204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://avayda.ca/pest-control-vancouver/,yes,2024,123,168,stale_copyright_2024,55
All Green Pest Control,pest control,Langley BC,(604) 990-0100,"7228 Winston St #2, Burnaby, BC V5A 2G9, Canada",4.8,640,https://allgreenpestcontrol.ca/,real,https://maps.google.com/?cid=17478655857437837412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.allgreenpestcontrol.ca/,yes,2023,323,2280,stale_copyright_2023,55
Surrey Centre Auto Repairs,auto repair shop,Surrey BC,(604) 588-1266,"13654 104 Ave, Surrey, BC V3T 1W2, Canada",4.4,1471,http://www.surreycentreauto.com/,real,https://maps.google.com/?cid=15869848862192039771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://surreycentreauto.com/,yes,2024,120,242,stale_copyright_2024,55
Ken's Auto Service,auto repair shop,Surrey BC,(604) 596-9626,"8236 128 St UNIT- 21, Surrey, BC V3W 4G2, Canada",4.6,329,http://www.kensautoservice.ca/,real,https://maps.google.com/?cid=519876566277314738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://kensautoservice.ca/,yes,2025,118,1567,no_ssl,55
iCare Auto Repair,auto repair shop,Langley BC,(604) 882-8981,"19695 96 Ave #12, Langley Twp, BC V1M 3E1, Canada",4.8,100,http://www.icareautorepair.com/,real,https://maps.google.com/?cid=15943427213778283969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.icareautorepair.com/,no,2014,13,221,not_mobile_ready;stale_copyright_2014;no_ssl,55
OpenRoad Richmond Auto Body Langley,auto repair shop,Langley BC,(604) 532-9158,"5923 Production Way, Langley, BC V3A 4N5, Canada",4.4,702,http://www.openroadautobody.com/location/langley,real,https://maps.google.com/?cid=23203465996855607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://openroadautobody.com/location-langley/,yes,2012,89,701,stale_copyright_2012,55
Midas,auto repair shop,Langley BC,(778) 726-0846,"20010 64 Ave, Langley, BC V2Y 1M7, Canada",4.2,396,https://www.midas.com/store/bc/langley/20010-64th-avenue-v2y-1m7/?shopnum=9989&utm_source=google&utm_medium=organic&utm_campaign=gbp,real,https://maps.google.com/?cid=6602133864337418151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.midas.com/store/bc/langley/20010-64th-avenue-v2y-1m7?shopnum=9989&utm_source=google&utm_medium=organic&utm_campaign=gbp,yes,2014,509,762,stale_copyright_2014,55
Mobil 1 Lube Express + Tires,auto repair shop,Langley BC,(604) 530-2292,"20966 56 Ave, Langley, BC V3A 7Z2, Canada",4.6,539,https://www.langleymobil1.com/,real,https://maps.google.com/?cid=10985332987216266732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.langleymobil1.com/,yes,2013,55,705,stale_copyright_2013,55
HTP Auto Repair (Hi-Tech Performance),auto repair shop,Burnaby BC,(604) 299-8080,"4481 Dawson St Ste A, Burnaby, BC V5C 4B8, Canada",4.8,246,https://htpautorepair.ca/,real,https://maps.google.com/?cid=18315378092610641610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ssl_error,no,,no,,,,broken_ssl,55
North Road Auto Repair..,auto repair shop,Burnaby BC,(604) 420-3331,"4035 North Rd, Burnaby, BC V3J 1S3, Canada",4.5,424,http://www.nrautorepair.ca/,real,https://maps.google.com/?cid=6435070701941954269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.nrautorepair.ca/,yes,2019,284,537,stale_copyright_2019,55
Nixon Automotive BMW & Mini Specialists,auto repair shop,Burnaby BC,(604) 262-2778,"6935 Buller Ave, Burnaby, BC V5J 4S1, Canada",4.9,1036,https://www.nixonautomotive.com/,real,https://maps.google.com/?cid=4992660779021550182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.nixonautomotive.com/,yes,2025,258,261,builder_duda,55
Midas,auto repair shop,Burnaby BC,(604) 259-1646,"2185 Willingdon Ave, Burnaby, BC V5C 5J4, Canada",4.6,629,https://www.midas.com/store/bc/burnaby/2185-willingdon-avenue-v5c-5j4/?shopnum=9944&utm_source=google&utm_medium=organic&utm_campaign=gbp,real,https://maps.google.com/?cid=13228072814819545069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.midas.com/store/bc/burnaby/2185-willingdon-avenue-v5c-5j4?shopnum=9944&utm_source=google&utm_medium=organic&utm_campaign=gbp,yes,2014,514,686,stale_copyright_2014,55
Ian's Auto,auto repair shop,Coquitlam BC,(604) 941-1611,"2760 Aberdeen Ave, Coquitlam, BC V3B 1A3, Canada",4.7,311,http://www.iansauto.com/,real,https://maps.google.com/?cid=6199261154814579979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.iansauto.com/,yes,2024,52,577,stale_copyright_2024,55
DG Motorsport Inc.,auto repair shop,Coquitlam BC,(604) 474-4460,"1533 Broadway St #105, Port Coquitlam, BC V3C 6P3, Canada",4.9,353,https://www.dgmotorsport.ca/,real,https://maps.google.com/?cid=9963028943300044110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.dgmotorsport.ca/,yes,,397,111,builder_duda,55
OpenRoad Richmond Auto Body Coquitlam,auto repair shop,Coquitlam BC,(604) 472-9158,"140 Glacier St, Coquitlam, BC V3K 5Z6, Canada",4.5,334,https://openroadautobody.com/location-coquitlam/,real,https://maps.google.com/?cid=4285640469453277057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://openroadautobody.com/location-coquitlam/,yes,2012,89,557,stale_copyright_2012,55
Port Moody Auto and Air,auto repair shop,Coquitlam BC,(604) 461-7856,"1621 Langan Ave, Port Coquitlam, BC V3C 1K6, Canada",4.5,275,http://www.autoandairrepair.com/,real,https://maps.google.com/?cid=13789562524744238994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.autoandairrepair.com/,yes,,924,363,builder_wix,55
Car Boy Auto Repair,auto repair shop,Richmond BC,(604) 282-7223,"5711 Number 3 Rd, Richmond, BC V6X 2C9, Canada",4.6,423,https://www.carboyauto.ca/,real,https://maps.google.com/?cid=559021519903882655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.carboyauto.ca/,yes,2026,37,259,builder_sitebuilder,55
TSS Auto,auto repair shop,Richmond BC,(604) 568-7795,"1851 Savage Rd #2145, Richmond, BC V6V 2R6, Canada",4.8,274,http://www.thespeedsyndicate.com/,real,https://maps.google.com/?cid=2367904254366994305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.thespeedsyndicate.com/,yes,2025,251,457,builder_duda,55
Midas,auto repair shop,Richmond BC,(604) 332-8959,"4660 Number 3 Rd, Richmond, BC V6X 3C2, Canada",4,368,https://www.midas.com/store/bc/richmond/4660-3-road-v6x-2c2/?shopnum=9949&utm_source=google&utm_medium=organic&utm_campaign=gbp,real,https://maps.google.com/?cid=7080935509481831404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.midas.com/store/bc/richmond/4660-3-road-v6x-2c2?shopnum=9949&utm_source=google&utm_medium=organic&utm_campaign=gbp,yes,2014,509,840,stale_copyright_2014,55
OpenRoad Richmond Auto Body,auto repair shop,Richmond BC,(604) 278-9158,"2691 No 5 Rd, Richmond, BC V6X 2S8, Canada",4.1,474,https://openroadautobody.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,real,https://maps.google.com/?cid=10817418157802402480&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://openroadautobody.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,yes,2012,125,158,stale_copyright_2012,55
Grandcity Autobody Richmond,auto repair shop,Richmond BC,(604) 718-0888,"11320 Bridgeport Rd, Richmond, BC V6X 1T2, Canada",4.8,304,https://grandcity.com/richmond-auto-body-shop/,real,https://maps.google.com/?cid=5956813020663908871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://grandcity.com/richmond-auto-body-shop/,yes,2016,293,426,stale_copyright_2016,55
M C Auto & Transmissions,auto repair shop,Delta BC,(604) 940-1413,"7551 Vantage Wy #4, Delta, BC V4G 1C9, Canada",4.9,204,https://www.mcautoandtransmissions.com/?utm_source=google&utm_medium=organic&utm_campaign=google-maps,real,https://maps.google.com/?cid=5246296891513342660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://mcautoandtransmissions.com/?utm_source=google&utm_medium=organic&utm_campaign=google-maps,yes,2026,206,6645,slow_load,55
Brian's Auto Service,auto repair shop,Delta BC,(604) 943-1138,"1621 56 St, Delta, BC V4L 2B2, Canada",4.8,152,https://www.briansautoservice.ca/,real,https://maps.google.com/?cid=17824897086249467009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.briansautoservice.ca/,yes,2023,757,283,stale_copyright_2023;builder_wix,55
Carline Auto Repair,auto repair shop,Maple Ridge BC,(604) 467-5548,"20733 Lougheed Hwy, Maple Ridge, BC V2X 2R2, Canada",4.7,205,http://carlineautorepair.com/,real,https://maps.google.com/?cid=1282960144193601813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.carlineautorepair.com/,yes,2021,121,2447,stale_copyright_2021,55
North Van Mechanic,auto repair shop,North Vancouver BC,(604) 446-5276,"1180 15th St W, North Vancouver, BC V7L 2V5, Canada",4.9,207,http://ebiautorepair.ca/,real,https://maps.google.com/?cid=14924928931529439427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,dead,no,,no,,,,unreachable_ENOTFOUND,55
Bruno Automotive Inc,auto repair shop,North Vancouver BC,(604) 986-7975,"308 Kennard Ave, North Vancouver, BC V7J 3J8, Canada",4.9,324,http://brunoautomotive.ca/,real,https://maps.google.com/?cid=13638742672528123481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http_500,no,http://brunoautomotive.ca/,yes,,2,1077,no_ssl,55
Taylormotive Service Ltd,auto repair shop,North Vancouver BC,(604) 985-7455,"174 Pemberton Ave, North Vancouver, BC V7P 2R5, Canada",4.4,239,http://www.taylormotive.com/,real,https://maps.google.com/?cid=16935163114672334281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.taylormotive.com/,yes,,129,753,builder_web,55
Midas,auto repair shop,North Vancouver BC,(604) 210-9054,"185 Pemberton Ave, North Vancouver, BC V7P 2R4, Canada",4.5,491,https://www.midas.com/store/bc/north-vancouver/185-pemberton-ave-v7p-2r4/?shopnum=9817&utm_source=google&utm_medium=organic&utm_campaign=gbp,real,https://maps.google.com/?cid=8892370200870791139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.midas.com/store/bc/north-vancouver/185-pemberton-ave-v7p-2r4?shopnum=9817&utm_source=google&utm_medium=organic&utm_campaign=gbp,yes,2014,510,3435,stale_copyright_2014,55
White Rock Automotive Services,auto repair shop,Surrey BC,(604) 535-6600,"15515 24 Ave #72, Surrey, BC V4P 1C7, Canada",4.4,280,http://whiterockauto.ca/,real,https://maps.google.com/?cid=14626387705180326561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.whiterockauto.ca/,yes,2020,95,5379,stale_copyright_2020,55
EUROPEAN AUTO REPAIR LTD,auto repair shop,Surrey BC,(604) 808-1250,"8462 162 Street #206, 8462 162 St Unit 207, Surrey, BC V4N 1B4, Canada",4.6,366,https://europeanautorepair.ca/,real,https://maps.google.com/?cid=16838973975037095311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://europeanautorepair.ca/,yes,2024,299,521,stale_copyright_2024,55
Boss Automotive 1996 Ltd,auto repair shop,Richmond BC,(604) 270-9608,"2751 Smith St, Richmond, BC V6X 2J3, Canada",5,213,http://bossautomotive.ca/,real,https://maps.google.com/?cid=4794955554994832966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.bossautomotive.ca/,yes,,738,355,builder_wix,55
Mr. Rooter Plumbing,plumber,Burnaby BC,(604) 532-4396,"381 N Glynde Ave, Burnaby, BC V5B 1H1, Canada",4.5,145,https://www.mrrooter.ca/burnaby/?utm_source=gmb&utm_campaign=local&utm_medium=organic,real,https://maps.google.com/?cid=56431046301115868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.mrrooter.ca/burnaby/?utm_source=gmb&utm_campaign=local&utm_medium=organic,yes,,1096,197,,54
Marvel Plumbing & Drainage,plumber,Coquitlam BC,(604) 729-3864,"5 Briarwood Pl, Port Moody, BC V3H 4G9, Canada",4.9,143,https://marvelplumbdrain.com/,real,https://maps.google.com/?cid=3239113844587699596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://marvelplumbdrain.com/,yes,,1314,1414,,54
BETA Plumbing & Drainage Services,plumber,North Vancouver BC,(604) 726-0474,"2665 Mountain Hwy, North Vancouver, BC V7J 0A8, Canada",4.8,94,http://betaplumbing.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-north-vancouver,real,https://maps.google.com/?cid=13078226364826043561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://betaplumbing.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-north-vancouver,yes,2024,203,4844,stale_copyright_2024,54
North Shore Plumbing and Heating,plumber,North Vancouver BC,(604) 988-1840,"977 W 1st St, North Vancouver, BC V7P 1A4, Canada",4.1,91,https://www.northshoreplumbingandheating.com/,real,https://maps.google.com/?cid=8539163314854310199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://northshoreplumbingandheating.com/,yes,2012,209,3349,stale_copyright_2012,54
Flameco Heating Services Ltd,hvac contractor,Burnaby BC,(604) 833-1333,"7060 Waltham Ave, Burnaby, BC V5J 4V5, Canada",5,49,http://flameco.ca/contact,real,https://maps.google.com/?cid=1254252183259416843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://flameco.ca/contact/,yes,2026,188,7045,no_ssl;slow_load,54
Perfect Choice Heating & Cooling,hvac contractor,Coquitlam BC,(778) 833-2893,"3082 Dayanee Springs Blvd #203, Coquitlam, BC V3E 0A3, Canada",5,145,https://perfectchoicehvac.com/,real,https://maps.google.com/?cid=7874230940115287871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://perfectchoicehvac.com/,yes,2026,379,892,,54
"Nova Heating, Air Conditioning & Sheet Metal Ltd",hvac contractor,North Vancouver BC,(604) 988-3922,"663 3rd St W, North Vancouver, BC V7M 1H1, Canada",4.7,92,https://novaheating.ca/,real,https://maps.google.com/?cid=18260782970556233316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://novaheating.ca/,yes,2026,35,7049,slow_load,54
Two brothers roof clean ltd,roofing contractor,Surrey BC,(778) 855-0033,"14164 77a Ave, Surrey, BC V3W 2X3, Canada",5,49,https://twobrothersroofclean.com/,real,https://maps.google.com/?cid=16480114072064440940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://twobrothersroofclean.com/,yes,2025,244,334,,54
Akay Roofing,roofing contractor,Surrey BC,(778) 788-0420,"6902 128 St, Surrey, BC V3W 4C9, Canada",4.9,41,https://akayroofing.com/,real,https://maps.google.com/?cid=13518118357511311527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://akayroofing.com/,yes,,197,1057,,54
Mills Roofing,roofing contractor,Surrey BC,(778) 387-9899,"918 164 St, White Rock, BC V4A 4Y5, Canada",4.9,41,https://millsroofing.ca/,real,https://maps.google.com/?cid=15799920106838613306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.millsroofing.ca/,yes,,373,746,,54
Penfolds Roofing & Solar,roofing contractor,Surrey BC,(604) 591-6635,"6039 196 St #103, Surrey, BC V3S 7X4, Canada",4.4,47,https://www.penfoldsroofing.com/?utm_source=local&utm_medium=organic&utm_content=website&utm_campaign=gmb,real,https://maps.google.com/?cid=16774401613299677357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.penfoldsroofing.com/?utm_source=local&utm_medium=organic&utm_content=website&utm_campaign=gmb,yes,2026,68,680,,54
McMartin Roofing Inc,roofing contractor,Langley BC,(604) 968-6060,"21010 44 Ave., Langley, BC V3A 5B2, Canada",4.8,40,http://www.mcmartinroofing.com/,real,https://maps.google.com/?cid=9391983830719313354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.mcmartinroofing.com/,yes,,164,513,,54
Abney Roofing Ltd | Construction,roofing contractor,Langley BC,(604) 534-5715,"24943 58 Ave, Langley Twp, BC V4W 1T5, Canada",4.4,40,http://www.abneyroofing.com/,real,https://maps.google.com/?cid=12864560572828673131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.abneyroofing.com/cgi-sys/suspendedpage.cgi,yes,,0,642,,54
Surlang Roofing Ltd,roofing contractor,Langley BC,(604) 533-8322,"19585 56 Ave #6, Surrey, BC V3S 6K3, Canada",4,41,https://surlangroofing.com/,real,https://maps.google.com/?cid=13072112876550214966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://surlangroofing.com/,yes,,254,5465,,54
